origin_store_name,origin_loccode,Origin Lat Long,destination_store_name,destination_loccode,DH Lat Long,GH_Distance_km,GH_Travel_Time_mins
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Avalahalli Main,BLR228S,"12.946167,77.549333",36.99702825,45.78833333
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Bommasandra,BLR024S,"12.8321446,77.69085963",65.04710415,61.41154167
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Chandapura,BLR152S,"12.78979486,77.70420581",70.0595763,67.49614583
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Kambipura,BLR267S,"12.887321, 77.458319",38.58109185,41.63985417
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Magadi Road,BLR109S,"12.99005606,77.48523812",26.94944175,30.97875
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Banashankari Network,BLR096S,"12.9155216446,77.5456911995",39.57000285,48.07233333
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Kadarenahalli,BLR216S,"12.914745,77.559864",40.62974055,49.30508333
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Silicon Town,BLR161S,"12.852472,77.675972",61.9371858,58.0164375
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-SINGASANDRA,BLR048S,"12.870083,77.659171",62.14553835,57.01691667
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Singasandra Network,BLR062S,"12.86296,77.67777",62.912325,59.787625
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Electronic city network,BLR066S,"12.8373766,77.64362247",58.96966425,62.44441667
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Electronic City Network-2,BLR146S,"12.85202043,77.65224877",62.8360845,59.07852083
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Electronic City New,BLR099S,"12.8361002292,77.6649245327",64.6808862,62.52027083
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Hegganahalli,BLR264S,"13.00789, 77.50619",25.99863315,32.8465
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-JC Nagar,BLR127S,"13.0031742,77.5308889",28.06494285,32.94754167
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-YESHWANTPUR,BLR049S,"13.010808,77.540878",27.5443371,32.07989583
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Chamrajpet,BLR185S,"12.960098,77.559489",35.17165365,41.76170833
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Chickpet New,BLR175S,"12.95477912,77.57899927",36.62997765,44.037875
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Cholayanakanalli,BLR212S,"13.02922,77.59377",34.74681525,42.07577083
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Dasarahalli,BLR131S,"13.051424,77.607561",34.8575682,43.0980625
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Jakkur New,BLR230S,"13.06662468,77.6092697",34.0695537,44.2905625
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Malleshwaram new,BLR045S,"12.987709,77.561344",30.7010592,35.85377083
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Challakere,BLR123S,"13.02629,77.64364",39.0110217,49.589875
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Goraguntepalya,BLR199S,"13.02475,77.537306",25.1953506,28.80754167
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Narayanapura,BLR026S,"13.06382134,77.6492007",38.87486085,50.51635417
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Narayanapura Network,BLR122S,"13.062748457,77.6350034762",38.7010848,48.19533333
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-RWF Yelahanka,BLR187S,"13.106778,77.580361",26.96960805,35.03877083
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-YELAHANKA NEW TOWN,BLR019S,"13.09784,77.56664",25.5150714,32.18875
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Arekere,BLR221S,"12.885917,77.6083204",56.4388881,55.68935417
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Bannerghatta Network,BLR025S,"12.86591329,77.59627361",53.20257075,52.172125
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Bannerghatta Network 2,BLR061S,"12.86837,77.61872",57.1705386,57.64795833
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Basavanapura Network,BLR063S,"13.00442,77.72122",50.1414102,61.2371875
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-HBR Layout,BLR022S,"13.03663419,77.62425878",36.3274653,45.35985417
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Jakkur Network,BLR058S,"13.059459,77.622438",37.4075142,47.51577083
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Michael Palaya,BLR292S,"12.972597,77.637048",39.98810655,50.0745625
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Nagavara,BLR200S,"13.038049,77.617309",35.3667027,44.35304167
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-New Gurappanya Palya,BLR291S,"12.905922,77.612674",45.592974,55.21460417
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Richmond Town Network,BLR296S,"12.9566358 ,77.60572",38.5239918,47.43672917
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Bagalur,BLR105S,"13.12263575,77.62344754",34.2800682,43.15029167
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Devanahalli,BLR149S,"13.2388483069,77.7234767562",51.65311515,61.423125
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Kadugodi,BLR162S,"12.98612069,77.7450889",52.79074395,64.37945833
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Siddapura,BLR224S,"12.9576139617,77.7295608135",51.8616693,64.052875
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-BEML Layout,BLR198S,"12.91703243,77.49891252",38.932236,41.9719375
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Kengeri,BLR148S,"12.9235538722,77.4930673245",38.614863,41.34970833
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Peenya Network,BLR134S,"13.049816,77.487928",21.96589395,27.04972917
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Peenya New,BLR097S,"13.0454902421553,77.5087738119661",21.3490956,26.02691667
KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,BLR271M,"13.134889, 77.407806",BLR-Ullal,BLR132S,"12.958532,77.479896",29.4991599,35.36914583
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-TC Palaya,BLR220S,"13.0227934928,77.6880222145",27.8074797,35.14885417
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Devanahalli,BLR149S,"13.2388483069,77.7234767562",24.1489206,31.69170833
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Nikoo Home New,BLR119S,"13.0797707388,77.6437555377",35.0470722,47.63420833
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-KALYAN NAGAR NEW,BLR034S,"13.006655,77.641639",33.94683915,42.584875
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Nehru Nagar,BLR155S,"13.09133919,77.60125138",41.2024872,54.37575
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Ramamurthy Nagar Network,BLR071S,"13.01813845,77.6597251",32.82868785,42.28841667
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-RAMAMURTHY NAGAR NEW,BLR075S,"13.0336210723,77.6859373694",28.44627135,36.6089375
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Bagalur,BLR105S,"13.12263575,77.62344754",34.8470073,49.72679167
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Banjara Layout,BLR150S,"13.03608037,77.66570773",30.9007923,40.03279167
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Dooravani Nagar,BLR227S,"13.01020348,77.66771313",31.1696574,39.62304167
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Hennur New,BLR229S,"13.03859871,77.64591263",32.82396495,43.00283333
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-GUNJUR,BLR087S,"12.9286633,77.7380822",33.02624535,42.06202083
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-SHIVAJI NAGAR Network,BLR107S,"13.00264558,77.59946146",39.81663315,49.54795833
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-BHADRAPPA LAYOUT NETWORK,BLR028S,"13.05902074,77.58133229",43.80256545,57.56035417
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-GUNJUR Network,BLR017S,"12.93949838,77.72908936",33.4692288,43.04385417
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Koramangala Network,BLR038S,"12.9444629,77.6181869",40.4489022,50.25347917
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Kambipura,BLR267S,"12.887321,77.458321",59.48340615,80.31633333
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Challakere,BLR123S,"13.02629,77.64364",34.0157538,43.82279167
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR - Bhadrappa Layout,BLR042S,"13.0475325759,77.5783734297",42.4350066,57.29533333
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Narayanapura Network,BLR122S,"13.062748457,77.6350034762",36.36827145,46.90633333
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Dasarahalli,BLR131S,"13.051424,77.607561",39.64560285,52.95179167
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-INDIRANAGAR NEW,BLR044S,"12.962298,77.645909",35.9255232,45.37120833
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Malleshwaram new,BLR045S,"12.987709,77.561344",45.65417325,57.70391667
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Margosa Road,BLR139S,"13.0059977,77.5695793",43.9219746,55.7659375
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-HSR-3,BLR080S,"12.905778,77.637514",45.62867715,58.64410417
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Kannika Nagar,BLR116S,"12.79803706,77.66311187",56.18941335,75.5165
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Narayana reddy Layout,BLR213S,"12.939045,77.62645",41.26129665,51.26920833
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-RWF Yelahanka,BLR187S,"13.106778,77.580361",42.21828765,59.22966667
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Yelahanka Network,BLR120S,"13.13749897,77.56327961",46.2430164,63.73702083
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Narayanapura,BLR026S,"13.06382134,77.6492007",33.6697473,43.80479167
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Kasturinagar,BLR177S,"13.0047881,77.6629972",31.494666,39.08077083
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-HEBBAL NEW,BLR033S,"13.0324086,77.61231342",37.93057695,51.2228125
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-HBR Layout,BLR022S,"13.03663419,77.62425878",36.8314632,48.929625
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Kalyan Nagar Network,BLR059S,"13.01482,77.62778",35.36076705,45.45079167
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Nagavara,BLR200S,"13.038049,77.617309",37.89972585,50.63539583
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-RICHMOND TOWN,BLR077S,"12.9663761756,77.6069211174",38.2072635,48.03358333
BLR-DRY-MH-SUMADHURA,BLR142M,"13.14193, 77.86832",BLR-Mico layout network-2,BLR102S,"12.9036895968,77.628577654",45.58246035,57.99797917
